epoch;accuracy;loss;val_accuracy;val_loss
0;0.49642491340637207;2.3340156078338623;0.6081871390342712;0.9035508036613464
1;0.804902970790863;0.46929794549942017;0.6198830604553223;0.8095638155937195
2;0.9479060173034668;0.2475864142179489;0.6198830604553223;0.8298463225364685
3;0.9836567640304565;0.15052592754364014;0.6374269127845764;0.8962245583534241
4;0.99387127161026;0.09200786054134369;0.6549707651138306;0.9066260457038879
5;0.9979571104049683;0.06430723518133163;0.6432748436927795;0.9521433711051941
6;0.9989785552024841;0.04745914041996002;0.6549707651138306;0.966799259185791
7;0.9979571104049683;0.036548223346471786;0.6374269127845764;1.007176399230957
8;0.9979571104049683;0.029020871967077255;0.6491228342056274;1.0281586647033691
9;0.9989785552024841;0.024875367060303688;0.6374269127845764;1.0433807373046875
